area_type,availability,location,size,society,total_sqft,bath,balcony,price,month,ready,extract,address
Plot  Area,Ready To Move,Hoodi,5.0,others,8.086717920303906,5.0,2.0,5.981414211254481,,Ready To Move,Ready To Move,"Hoodi,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Ambedkar Nagar,4.0,Thessrm,8.160803920954665,4.0,2.0,6.311734809152915,,Ready To Move,Ready To Move,"Ambedkar Nagar,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Manjunath Nagar,5.0,others,7.0909098220799835,6.0,2.0,4.709530201312334,,Ready To Move,Ready To Move,"Manjunath Nagar,Bangalore,Karnataka,India"
Super built-up  Area,20-Dec,Kanakpura Road,3.0,PrarePa,7.00397413672268,2.0,1.0,3.9889840465642745,Dec,,Dec,"Kanakpura Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Electronic City Phase II,3.0,others,7.174724309836376,3.0,1.0,4.189654742026425,,Ready To Move,Ready To Move,"Electronic City Phase II,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Ayappa Nagar,2.0,Saionl ,7.1204443723924875,2.0,1.0,3.9318256327243257,,Ready To Move,Ready To Move,"Ayappa Nagar,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Uttarahalli,2.0,others,7.026426808699636,1.0,2.0,3.828641396489095,,Ready To Move,Ready To Move,"Uttarahalli,Bangalore,Karnataka,India"
Built-up  Area,18-May,KR Puram,2.0,SancyRe,6.98100574072173,2.0,2.0,3.5040547671018634,May,,May,"KR Puram,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,BEML Layout,3.0,others,7.601402334583733,3.0,2.0,4.454347296253507,,Ready To Move,Ready To Move,"BEML Layout,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Kadugondanahalli,8.0,others,6.650279048587422,5.0,1.0,4.110873864173311,,Ready To Move,Ready To Move,"Kadugondanahalli,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Thanisandra,6.0,others,8.006690848722622,6.0,0.0,4.709530201312334,,Ready To Move,Ready To Move,"Thanisandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kadugodi,2.0,MSingco,7.048386408721883,2.0,2.0,3.7612001156935624,,Ready To Move,Ready To Move,"Kadugodi,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,9th Block Jayanagar,4.0,others,7.273092595999522,4.0,1.0,5.484796933490655,,Ready To Move,Ready To Move,"9th Block Jayanagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hennur Road,2.0,GSideS ,6.990256500493881,2.0,1.0,3.7932394694381792,,Ready To Move,Ready To Move,"Hennur Road,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Hebbal Kempapura,3.0,Goateds,7.487733761436444,3.0,0.0,5.111987788356544,,Ready To Move,Ready To Move,"Hebbal Kempapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Malleshwaram,3.0,Sariaat,7.814399633804487,4.0,3.0,5.707110264748875,,Ready To Move,Ready To Move,"Malleshwaram,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thanisandra,3.0,Soitya ,7.565793282428515,4.0,2.0,4.795790545596741,,Ready To Move,Ready To Move,"Thanisandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,4th Phase JP Nagar,2.0,others,6.398594934535208,4.0,1.0,4.2626798770413155,,Ready To Move,Ready To Move,"4th Phase JP Nagar,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Kadugondanahalli,2.0,others,6.68586094706836,1.0,0.0,3.828641396489095,,Ready To Move,Ready To Move,"Kadugondanahalli,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Kumaraswami Layout,4.0,others,7.804251383528112,3.0,2.0,4.709530201312334,,Ready To Move,Ready To Move,"Kumaraswami Layout,Bangalore,Karnataka,India"
Plot  Area,17-Dec,akshaya nagar t c palya,4.0,others,7.0909098220799835,4.0,0.0,4.795790545596741,Dec,,Dec,"akshaya nagar t c palya,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Bannerghatta Road,3.0,SNity S,7.560601162768557,3.0,3.0,4.812184355372417,,Ready To Move,Ready To Move,"Bannerghatta Road,Bangalore,Karnataka,India"
Super built-up  Area,18-Apr,Kothannur,2.0,others,6.990256500493881,2.0,2.0,3.5610460826040513,Apr,,Apr,"Kothannur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thanisandra,1.0,Bhmesy ,6.634633357861686,1.0,2.0,3.9396381724611196,,Ready To Move,Ready To Move,"Thanisandra,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Sahakara Nagar,2.0,Kencyes,7.091742115095153,2.0,3.0,4.394449154672439,,Ready To Move,Ready To Move,"Sahakara Nagar,Bangalore,Karnataka,India"
Super built-up  Area,18-Jul,Electronic City,3.0,Prarkun,7.38770923908104,3.0,2.0,4.584967478670572,Jul,,Jul,"Electronic City,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,HSR Layout,2.0,AaineSi,7.162397497355718,2.0,2.0,4.2626798770413155,,Ready To Move,Ready To Move,"HSR Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Budigere,3.0,PrityTr,7.596894438144544,4.0,2.0,4.61512051684126,,Ready To Move,Ready To Move,"Budigere,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,HMonymp,7.228388451573604,2.0,2.0,4.394449154672439,,Ready To Move,Ready To Move,"Kasavanhalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Cunningham Road,3.0,LeDuvMy,7.9658927350845286,3.0,2.0,6.329720905522696,,Ready To Move,Ready To Move,"Cunningham Road,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Laxmi Sagar Layout,3.0,Pudgear,7.545918151209323,3.0,2.0,5.303304908059076,,Ready To Move,Ready To Move,"Laxmi Sagar Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Shivaji Nagar,3.0,HMqueu ,7.685703061234547,3.0,3.0,5.855071922202427,,Ready To Move,Ready To Move,"Shivaji Nagar,Bangalore,Karnataka,India"
Super built-up  Area,21-Dec,Thanisandra,1.0,Bhe 2ko,6.498282149476434,1.0,0.0,3.5210523434704344,Dec,,Dec,"Thanisandra,Bangalore,Karnataka,India"
Built-up  Area,18-Dec,Electronic City,2.0,others,7.061334366910438,2.0,1.0,3.5452977256359124,Dec,,Dec,"Electronic City,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Talaghattapura,3.0,Toreeic,8.176110342237342,4.0,1.0,5.831882477283517,,Ready To Move,Ready To Move,"Talaghattapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thanisandra,2.0,MenueNo,7.13966033596492,2.0,1.0,3.8394523125933104,,Ready To Move,Ready To Move,"Thanisandra,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Volagerekallahalli,2.0,PSterAs,6.999422467507961,2.0,1.0,3.6888794541139363,,Ready To Move,Ready To Move,"Volagerekallahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,KR Garden,2.0,others,6.957497370876951,2.0,2.0,4.189654742026425,,Ready To Move,Ready To Move,"KR Garden,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Seegehalli,2.0,Sriferi,7.0707241072602764,2.0,2.0,3.9318256327243257,,Ready To Move,Ready To Move,"Seegehalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thanisandra,3.0,Soitya ,7.496652438168283,3.0,2.0,4.7535901911063645,,Ready To Move,Ready To Move,"Thanisandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Whitefield,2.0,others,7.182352111885263,2.0,3.0,4.02535169073515,,Ready To Move,Ready To Move,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Parappana Agrahara,2.0,Peide L,7.085901464365611,2.0,2.0,3.8501476017100584,,Ready To Move,Ready To Move,"Parappana Agrahara,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,NRI Layout,2.0,others,7.783640596221253,2.0,1.0,4.836281906951478,,Ready To Move,Ready To Move,"NRI Layout,Bangalore,Karnataka,India"
Super built-up  Area,18-Mar,Uttarahalli,3.0,JPismPr,7.1770187659099,2.0,3.0,3.9889840465642745,Mar,,Mar,"Uttarahalli,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Sarjapur  Road,4.0,AdlasRe,8.35490952835879,4.0,2.0,6.415096959171596,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thanisandra,3.0,Soitya ,7.499423290592229,6.0,2.0,4.762173934797756,,Ready To Move,Ready To Move,"Thanisandra,Bangalore,Karnataka,India"
Built-up  Area,17-Dec,Thanisandra,4.0,others,8.20849175174038,4.0,1.0,5.3981627015177525,Dec,,Dec,"Thanisandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hoodi,3.0,EsaceLe,7.6708948313621175,3.0,2.0,4.948759890378168,,Ready To Move,Ready To Move,"Hoodi,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Hoskote,2.0,Corus C,6.97166860472579,2.0,3.0,3.548179572010801,,Ready To Move,Ready To Move,"Hoskote,Bangalore,Karnataka,India"
Super built-up  Area,17-Oct,Balagere,2.0,Soresea,7.095064377287131,2.0,1.0,4.219507705176107,Oct,,Oct,"Balagere,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Uttarahalli,2.0,SLnssPr,7.057036981697891,2.0,2.0,3.727619282429867,,Ready To Move,Ready To Move,"Uttarahalli,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Kanaka Nagar,4.0,others,6.621405651764134,4.0,2.0,4.51085950651685,,Ready To Move,Ready To Move,"Kanaka Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Parappana Agrahara,2.0,Peide L,7.085901464365611,2.0,2.0,3.871201010907891,,Ready To Move,Ready To Move,"Parappana Agrahara,Bangalore,Karnataka,India"
Plot  Area,18-Jul,mvj engineering college,3.0,others,7.0909098220799835,3.0,1.0,4.052306550875202,Jul,,Jul,"mvj engineering college,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3.0,others,7.427738840532894,3.0,3.0,4.248495242049359,,Ready To Move,Ready To Move,"2nd Phase Judicial Layout,Bangalore,Karnataka,India"
Built-up  Area,18-Aug,Bommasandra Industrial Area,2.0,others,7.030857476116121,2.0,1.0,3.5157158351047473,Aug,,Aug,"Bommasandra Industrial Area,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Iblur Village,4.0,Emine P,8.198089248956116,5.0,1.0,5.817111159963204,,Ready To Move,Ready To Move,"Iblur Village,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Kanakpura Road,3.0,PuandHi,7.519692404116539,3.0,2.0,4.51085950651685,,Ready To Move,Ready To Move,"Kanakpura Road,Bangalore,Karnataka,India"
Built-up  Area,18-Dec,Bommasandra Industrial Area,2.0,others,6.97166860472579,2.0,1.0,3.457892725338701,Dec,,Dec,"Bommasandra Industrial Area,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thubarahalli,3.0,SaodsGr,7.542213463193403,3.0,2.0,4.460375601084858,,Ready To Move,Ready To Move,"Thubarahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,R.T. Nagar,2.0,others,7.313886831633462,2.0,2.0,3.828641396489095,,Ready To Move,Ready To Move,"R.T. Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Panathur,2.0,others,7.099201743553092,2.0,2.0,4.248495242049359,,Ready To Move,Ready To Move,"Panathur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,TC Palaya,2.0,BSersTo,7.027314514039777,2.0,1.0,3.6988297849671046,,Ready To Move,Ready To Move,"TC Palaya,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Rayasandra,3.0,MJeusyl,7.213768308118642,2.0,2.0,4.0943445622221,,Ready To Move,Ready To Move,"Rayasandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Whitefield,3.0,SMuilan,7.280697195384741,2.0,2.0,3.858622228701031,,Ready To Move,Ready To Move,"Whitefield,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Kodigehaali,4.0,others,7.3783837129967145,3.0,3.0,5.225746673713202,,Ready To Move,Ready To Move,"Kodigehaali,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hennur Road,2.0,Mileeou,6.85751406254539,2.0,1.0,4.02535169073515,,Ready To Move,Ready To Move,"Hennur Road,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Bellandur,2.0,Srure S,6.8679744089702925,2.0,2.0,3.8918202981106265,,Ready To Move,Ready To Move,"Bellandur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,2nd Block Bel Layout,3.0,others,7.3938782901077555,3.0,3.0,4.532599493153256,,Ready To Move,Ready To Move,"2nd Block Bel Layout,Bangalore,Karnataka,India"
Plot  Area,18-May,Kaggalipura,3.0,AxvamTa,7.696667081526462,4.0,1.0,5.017279836814924,May,,May,"Kaggalipura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Ambalipura,3.0,Dimes E,7.382746449738912,2.0,2.0,4.727387818712341,,Ready To Move,Ready To Move,"Ambalipura,Bangalore,Karnataka,India"
Super built-up  Area,21-Dec,Kanakpura Road,2.0,PrarePa,6.803505257608338,2.0,1.0,3.8562988566557843,Dec,,Dec,"Kanakpura Road,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2.0,ViortCo,6.985641817639208,2.0,2.0,3.6635616461296463,,Ready To Move,Ready To Move,"Shree Ananth Nagar Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Cooke Town,3.0,others,7.741099090035366,3.0,1.0,5.5254529391317835,,Ready To Move,Ready To Move,"Cooke Town,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hosa Road,4.0,Pamesy ,7.443663683115591,3.0,0.0,4.1751562049585145,,Ready To Move,Ready To Move,"Hosa Road,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Yeshwanthpur,6.0,others,7.824445930877619,5.0,2.0,5.225746673713202,,Ready To Move,Ready To Move,"Yeshwanthpur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Bellandur,3.0,Krala D,7.43307534889858,2.0,2.0,4.762173934797756,,Ready To Move,Ready To Move,"Bellandur,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,RR Layout,5.0,others,7.650168700845001,3.0,0.0,4.983606621708336,,Ready To Move,Ready To Move,"RR Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,4th Block Koramangala,2.0,others,7.146772179452637,2.0,2.0,4.584967478670572,,Ready To Move,Ready To Move,"4th Block Koramangala,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Haralur Road,2.0,RInceeg,7.126087273299125,2.0,2.0,3.8501476017100584,,Ready To Move,Ready To Move,"Haralur Road,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Haralur Road,3.0,others,7.544861068658458,3.0,2.0,4.442651256490317,,Ready To Move,Ready To Move,"Haralur Road,Bangalore,Karnataka,India"
Built-up  Area,18-Aug,Electronic City Phase II,2.0,Sryalan,7.061334366910438,2.0,1.0,3.5450090836942345,Aug,,Aug,"Electronic City Phase II,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,BTM Layout,2.0,others,7.087573705557973,2.0,2.0,4.057161771094385,,Ready To Move,Ready To Move,"BTM Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Parappana Agrahara,2.0,Peide L,7.085901464365611,2.0,2.0,3.871201010907891,,Ready To Move,Ready To Move,"Parappana Agrahara,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Old Madras Road,3.0,Brglede,7.396948602621014,3.0,2.0,4.709530201312334,,Ready To Move,Ready To Move,"Old Madras Road,Bangalore,Karnataka,India"
Super built-up  Area,19-Apr,Whitefield,2.0,ARipsul,6.96979066990159,2.0,1.0,3.773220602547687,Apr,,Apr,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Shikaripalya,2.0,ALtonea,6.933423025730715,2.0,1.0,3.7130841428107537,,Ready To Move,Ready To Move,"Shikaripalya,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Chikkabanavar,2.0,others,6.97354301952014,2.0,1.0,3.6635616461296463,,Ready To Move,Ready To Move,"Chikkabanavar,Bangalore,Karnataka,India"
Super built-up  Area,19-Sep,Kanakpura Road,2.0,Soazak ,7.170119543449628,2.0,1.0,4.50678528406669,Sep,,Sep,"Kanakpura Road,Bangalore,Karnataka,India"
Super built-up  Area,18-May,Panathur,2.0,Diarknt,7.203405521083095,2.0,1.0,4.343805421853684,May,,May,"Panathur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Electronics City Phase 1,3.0,others,7.193685818395112,2.0,2.0,3.8066624897703196,,Ready To Move,Ready To Move,"Electronics City Phase 1,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Mallasandra,3.0,ShnyeSy,7.329749689041512,2.0,3.0,4.290459441148391,,Ready To Move,Ready To Move,"Mallasandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Lingadheeranahalli,4.0,Soiewre,7.71289096149013,4.0,2.0,5.0369526024136295,,Ready To Move,Ready To Move,"Lingadheeranahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Domlur,3.0,IBictnd,7.991592282068092,3.0,2.0,5.4638318050256105,,Ready To Move,Ready To Move,"Domlur,Bangalore,Karnataka,India"
Super built-up  Area,18-Mar,Raja Rajashweri Nagar,3.0,others,7.252053951852814,2.0,2.0,3.8312466954008584,Mar,,Mar,"Raja Rajashweri Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kothanur,3.0,others,7.366445148327599,3.0,3.0,4.343805421853684,,Ready To Move,Ready To Move,"Kothanur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Balagere,2.0,Soresea,7.095064377287131,2.0,1.0,4.382026634673881,,Ready To Move,Ready To Move,"Balagere,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thyagaraja Nagar,3.0,others,7.147559271189454,2.0,2.0,4.566948973167894,,Ready To Move,Ready To Move,"Thyagaraja Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,VHBCS Layout,3.0,others,7.21081845347222,2.0,2.0,4.709530201312334,,Ready To Move,Ready To Move,"VHBCS Layout,Bangalore,Karnataka,India"
Plot  Area,18-Feb,Jinkethimmanahalli,2.0,others,7.0909098220799835,2.0,1.0,4.23410650459726,Feb,,Feb,"Jinkethimmanahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,basaveshwarnagar,3.0,others,7.1316985104669115,2.0,1.0,4.2626798770413155,,Ready To Move,Ready To Move,"basaveshwarnagar,Bangalore,Karnataka,India"
Super built-up  Area,19-Mar,Gopalapura,3.0,Sothadr,7.57619984690171,3.0,2.0,5.568344503761097,Mar,,Mar,"Gopalapura,Bangalore,Karnataka,India"
Super built-up  Area,18-Nov,Sarjapur  Road,3.0,AsastDe,7.05444965813294,2.0,1.0,4.248495242049359,Nov,,Nov,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,19-Dec,Kanakapura,1.0,GoityEt,6.716594773520978,1.0,0.0,3.5966270944088494,Dec,,Dec,"Kanakapura,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Sarjapur  Road,2.0,Usquaya,6.90875477931522,2.0,2.0,3.713572066704308,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Built-up  Area,18-Apr,Yelahanka,1.0,Prensya,6.401917196727186,1.0,1.0,3.5263605246161616,Apr,,Apr,"Yelahanka,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Malleshwaram,5.0,others,8.006700845440367,4.0,0.0,6.803505257608338,,Ready To Move,Ready To Move,"Malleshwaram,Bangalore,Karnataka,India"
Super built-up  Area,21-Jul,Hoodi,2.0,GoAirej,7.011213987350367,2.0,0.0,4.2115348296335045,Jul,,Jul,"Hoodi,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thyagaraja Nagar,2.0,others,6.947937068614969,2.0,1.0,4.23410650459726,,Ready To Move,Ready To Move,"Thyagaraja Nagar,Bangalore,Karnataka,India"
Super built-up  Area,20-Dec,Sarjapur,2.0,others,7.280697195384741,2.0,1.0,4.477336814478207,Dec,,Dec,"Sarjapur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,GrrvaGr,7.087573705557973,2.0,2.0,3.726656818447966,,Ready To Move,Ready To Move,"Raja Rajeshwari Nagar,Bangalore,Karnataka,India"
Super built-up  Area,18-May,Kanakpura Road,1.0,Maionus,6.7464121285733745,1.0,1.0,3.6459719531026598,May,,May,"Kanakpura Road,Bangalore,Karnataka,India"
Super built-up  Area,19-Mar,Gopalapura,3.0,Sothadr,7.683707502298792,3.0,2.0,5.700443573390687,Mar,,Mar,"Gopalapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kanaka Nagar,2.0,SoersTo,6.803505257608338,2.0,1.0,3.713572066704308,,Ready To Move,Ready To Move,"Kanaka Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kudlu,1.0,GKityel,6.580639137284949,1.0,1.0,3.5263605246161616,,Ready To Move,Ready To Move,"Kudlu,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thanisandra,3.0,Bhmesy ,7.3613754289773485,3.0,2.0,4.7535901911063645,,Ready To Move,Ready To Move,"Thanisandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,Ahriaup,6.934397209928558,2.0,1.0,4.123903364463645,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,CV Raman Nagar,3.0,others,7.244941546337007,2.0,2.0,4.3694478524670215,,Ready To Move,Ready To Move,"CV Raman Nagar,Bangalore,Karnataka,India"
Built-up  Area,18-Jul,Electronic City Phase II,3.0,Sryalan,7.244941546337007,2.0,2.0,3.7242465979512276,Jul,,Jul,"Electronic City Phase II,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Banashankari Stage III,4.0,others,7.650168700845001,3.0,1.0,4.997212273764115,,Ready To Move,Ready To Move,"Banashankari Stage III,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,Shthi S,7.048386408721883,2.0,1.0,3.901972669574645,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3.0,others,7.313886831633462,3.0,2.0,4.48863636973214,,Ready To Move,Ready To Move,"Raja Rajeshwari Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Malleshwaram,3.0,Seardac,7.783640596221253,3.0,2.0,5.942799375126701,,Ready To Move,Ready To Move,"Malleshwaram,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,HRBR Layout,3.0,others,7.0909098220799835,3.0,2.0,5.484796933490655,,Ready To Move,Ready To Move,"HRBR Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kothanur,3.0,Somumys,7.490529402060711,3.0,2.0,4.663439094112067,,Ready To Move,Ready To Move,"Kothanur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Ramagondanahalli,2.0,SVovelm,7.026426808699636,2.0,2.0,4.330733340286331,,Ready To Move,Ready To Move,"Ramagondanahalli,Bangalore,Karnataka,India"
Super built-up  Area,18-Dec,Hennur,3.0,Exitym ,7.512890582218869,3.0,0.0,4.445060117559356,Dec,,Dec,"Hennur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Marathahalli,2.0,Spsic C,7.00397413672268,2.0,1.0,3.9318256327243257,,Ready To Move,Ready To Move,"Marathahalli,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,others,6.985641817639208,2.0,1.0,3.9512437185814275,,Ready To Move,Ready To Move,"7th Phase JP Nagar,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Banaswadi,2.0,Shidei ,7.00850518208228,2.0,2.0,4.060443010546419,,Ready To Move,Ready To Move,"Banaswadi,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thanisandra,2.0,Juaxyan,7.01301578963963,2.0,2.0,3.8607297110405954,,Ready To Move,Ready To Move,"Thanisandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Dasanapura,1.0,Tavenew,6.5638555265321274,1.0,1.0,3.7376696182833684,,Ready To Move,Ready To Move,"Dasanapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kudlu,2.0,others,6.93537044601511,2.0,2.0,3.8066624897703196,,Ready To Move,Ready To Move,"Kudlu,Bangalore,Karnataka,India"
Super built-up  Area,18-May,"Banashankari 3rd stage, Vivekanandanagar",3.0,others,7.3783837129967145,3.0,1.0,4.61512051684126,May,,May,"Banashankari 3rd stage, Vivekanandanagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thigalarapalya,4.0,Prtanha,8.046549357283078,6.0,2.0,5.5254529391317835,,Ready To Move,Ready To Move,"Thigalarapalya,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,Mailsaf,7.095064377287131,2.0,2.0,3.6375861597263857,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3.0,NDncysi,7.280008252884188,2.0,2.0,4.30406509320417,,Ready To Move,Ready To Move,"5th Phase JP Nagar,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Thyagaraja Nagar,4.0,others,6.621405651764134,4.0,2.0,4.836281906951478,,Ready To Move,Ready To Move,"Thyagaraja Nagar,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Annaiah Reddy Layout,1.0,others,6.293419278846481,1.0,0.0,3.1354942159291497,,Ready To Move,Ready To Move,"Annaiah Reddy Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Dasarahalli,2.0,Prndsde,7.0909098220799835,2.0,2.0,3.7612001156935624,,Ready To Move,Ready To Move,"Dasarahalli,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Nagarbhavi,5.0,others,7.0909098220799835,5.0,1.0,5.564520407322694,,Ready To Move,Ready To Move,"Nagarbhavi,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kalena Agrahara,3.0,Mykyayi,7.516433302915632,2.0,2.0,4.564348191467836,,Ready To Move,Ready To Move,"Kalena Agrahara,Bangalore,Karnataka,India"
Super built-up  Area,18-Dec,Whitefield,2.0,Prtates,7.205635176410364,2.0,1.0,4.343935283551159,Dec,,Dec,"Whitefield,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Balagere,2.0,Soresea,6.920671504248683,2.0,1.0,4.23410650459726,,Ready To Move,Ready To Move,"Balagere,Bangalore,Karnataka,India"
Super built-up  Area,18-Dec,Gopalapura,3.0,Sothadr,7.57619984690171,3.0,2.0,5.267858159063328,Dec,,Dec,"Gopalapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Atmananda Colony,2.0,others,7.026426808699636,2.0,2.0,4.02535169073515,,Ready To Move,Ready To Move,"Atmananda Colony,Bangalore,Karnataka,India"
